Частота,Гц	ЭПР
15310000000.0	0.0025557335257313774
15410000000.0	0.002692387756421126
15510000000.0	0.002821340357415771
15610000000.0	0.0029334208487005902
15710000000.0	0.0030201002939940044
15810000000.0	0.0030740100763910097
15910000000.0	0.0030893785326612452
16010000000.0	0.003062359835113829
16110000000.0	0.002991237079573347
16210000000.0	0.0028764903819455145
16310000000.0	0.0027207304446539415
16410000000.0	0.0025285078201263537
16510000000.0	0.002306017064394589
16610000000.0	0.0020607221725746057
16710000000.0	0.0018009342849387685
16810000000.0	0.0015353741332816211
16910000000.0	0.001272749992316108
17010000000.0	0.0010213774055072235
17110000000.0	0.0007888604441797703
17210000000.0	0.0005818467226097325
17310000000.0	0.00040586083964999777
17410000000.0	0.0002652142056911076
17510000000.0	0.0001629839317886878
17610000000.0	0.00010104988728665051
17710000000.0	8.017717250276893e-05
17810000000.0	0.00010013089027564208
17910000000.0	0.00015981089504550465
18010000000.0	0.00025739576872682834
18110000000.0	0.0003904872588411609
18210000000.0	0.0005562485182717522
18310000000.0	0.0007515314892965558
18410000000.0	0.0009729905386212632
18510000000.0	0.001217180904967091
18610000000.0	0.0014806416488696056
18710000000.0	0.0017599636139034125
18810000000.0	0.0020518434586153833
18910000000.0	0.0023531251473621383
19010000000.0	0.002660830445501608
19110000000.0	0.002972179995589427
19210000000.0	0.003284606495446959
19310000000.0	0.003595761387815753
19410000000.0	0.0039035163291253863
19510000000.0	0.00420596054952752
19610000000.0	0.004501395060213828
19710000000.0	0.004788324515260667
19810000000.0	0.005065447398677303
19910000000.0	0.00533164508543836
